"TournamentId","GameId","TournamentName","StartDate","EndDate","Location","Teamplay","TotalUSDPrize"
40379,511,"Frostfire 2020 (UNIST)","2020-02-01","2020-02-02","Gatineau, Canada",0,256.89
40499,605,"Hyper Drive 2020 (Garou)","2020-02-01","2020-02-02","Santa Ana",0,180
40497,442,"Hyper Drive 2020 (KoF 2002)","2020-02-01","2020-02-02","Santa Ana",0,380
40494,241,"Hyper Drive 2020 (KoFXIII)","2020-02-01","2020-02-02","Santa Ana",0,480
40496,441,"Hyper Drive 2020 (KoFXIV)","2020-02-01","2020-02-02","Santa Ana",0,920
40501,641,"Hyper Drive 2020 (MDIII)","2020-02-01","2020-02-02","Santa Ana",0,130
40495,593,"Hyper Drive 2020 (SamSho)","2020-02-01","2020-02-02","Santa Ana",0,1350
40500,615,"Hyper Drive 2020 (SamShoV)","2020-02-01","2020-02-02","Santa Ana",0,130
40356,552,"Long Haul League Season 4 (Draft)","2020-02-02","2020-02-02","Online",0,45
40400,328,"Masters Tour 2020 Arlington","2020-01-31","2020-02-02","Arlington",0,5e+05
40418,179,"MbL vs Liereyy Pa5 - Laming Showmatch","2020-02-02","2020-02-02","Online",0,560
41775,245,"Merkur Masters Season 1 - Open Qualifier #2","2020-02-02","2020-02-02","Online",1,831.49
41176,504,"PGS 2020: Berlin - LATAM Qualifier","2020-01-25","2020-02-02","Online",1,56250
43954,532,"Podium Daytona 500 - 2020","2020-02-02","2020-02-02","Online",0,4465
40406,245,"Supreme Masters 2020","2020-01-31","2020-02-02","Amriswil, Thurgau, Switzerland",1,8305.69
40340,272,"Trackmania Dirt League 2020","2020-01-03","2020-02-02","Online",0,249.43
40315,272,"Trackmania Grand League Winter 2020 - Step 5","2020-02-02","2020-02-02","Online",0,665.16
40471,151,"WardiTV 2020","2020-01-26","2020-02-02","Online",0,6000
40414,558,"Cycom Weekly S2 #9","2020-02-01","2020-02-01","Le Kremlin-Bicêtre, France",0,328.44
43296,532,"Digital Rallicross SM 2020 -finaali","2020-02-01","2020-02-01","Finland",0,3540
41247,245,"ESEA Rank G NA 01-26/02-01 2020","2020-01-26","2020-02-01","Online",0,3000
40312,558,"Get in the Game! 2020 (Singles)","2020-02-01","2020-02-01","San Diego, CA",0,1135.01
44232,152,"Have At You! #33","2020-02-01","2020-02-01","Online",0,50
40357,552,"Long Haul League Season 4 (Constructed)","2020-02-01","2020-02-01","Online",0,45
40314,558,"Manchester Conquest 6 (Doubles)","2020-02-01","2020-02-01","Manchester, UK",1,211.29
40313,558,"Manchester Conquest 6 (Singles)","2020-02-01","2020-02-01","Manchester, UK",0,1183.19
40991,638,"Ryzing Star Cup 9","2020-02-01","2020-02-01","Online",0,150
40338,179,"Secret vs aM 3vs3 Pa5 Showmatch","2020-02-01","2020-02-01","Online",1,250
40405,245,"WESG 2019/20 - Oceania Qualifier (CS:GO)","2020-02-01","2020-02-01","Sydney, New South Wales, Australia",1,5347.68
40772,504,"303 Royale Pro League - Season 1","2020-01-04","2020-01-31","Online",1,6500
40326,245,"FACEIT Pro League EU January 2020 (CS:GO)","2020-01-01","2020-01-31","Online",0,20000
42211,245,"FPL-C Europe #30 2020 (CS:GO)","2020-01-01","2020-01-31","Online",0,3000
40318,558,"Slopes Arcade Invitational","2020-01-31","2020-01-31","Salt Lake City, UT",0,15000
42388,409,"FINAL GLORY ROCKET CUP JANUARY","2020-01-30","2020-01-30","Europe",1,67.2
40332,638,"Back2Warcraft Reforged Invitational","2020-01-29","2020-01-29","Online",0,1000
40707,638,"Readmore WC3 - Reforged Open Cup 1","2020-01-29","2020-01-29","Online",0,250
40528,554,"Suphanburi City Championship","2020-01-29","2020-01-29","Suphanburi",1,8096
40291,245,"United Masters League Season 2: Playoffs","2020-01-13","2020-01-29","Online",1,90000
40290,245,"CMD368 Championship","2020-01-21","2020-01-28","Online",1,20000
41739,621,"Futhead Tuesday Night Football #19","2020-01-28","2020-01-28","Online",0,1302.47
40796,151,"OlimoLeague Week #180","2020-01-28","2020-01-28","Online",0,200
41158,409,"ASTRONAUTS Star Circuit S1 - Qualifier 3","2020-01-27","2020-01-27","North America",1,2000
42227,335,"cpTV Summer Brawl 2020","2020-01-27","2020-01-27","Online",1,337.92
40331,245,"FACEIT Pro League NA January Week #4 2020 (CS:GO)","2020-01-20","2020-01-27","Online",0,10000
40316,626,"CDC Minnesota Open 2020","2020-01-24","2020-01-26","Minneapolis",1,250000
40184,558,"Dreamhack Leipzig 2020 (SSBU)","2020-01-25","2020-01-26","Leipzig, Germany",0,1654.15
40167,245,"DreamHack Open Leipzig 2020","2020-01-24","2020-01-26","Leipzig, Germany",1,1e+05
40180,231,"DreamLeague S13","2020-01-18","2020-01-26","Leipzig, Germany",1,1e+06
40306,245,"ESEA Rank G EU 01-19/01-26 2020","2020-01-19","2020-01-26","Online",0,3000
40454,151,"ESL Open Cup #3 Americas","2020-01-26","2020-01-26","Online",0,100
40449,151,"ESL Open Cup #3 Europe","2020-01-26","2020-01-26","Online",0,100
40445,151,"ESL Open Cup #3 Korea","2020-01-26","2020-01-26","Online",0,100
40884,588,"ESL Premium Series #17","2020-01-26","2020-01-26","Online",0,55.5
40487,536,"Evo Japan 2020 (SFV:AE)","2020-01-24","2020-01-26","Tokyo",0,18256.79
40394,406,"Evo Japan 2020 (T7)","2020-01-24","2020-01-26","Tokyo",0,18256.79
40232,630,"Farming Simulator League @ DreamHack Leipzig 2020","2020-01-24","2020-01-26","Leipzig, Germany",1,13180.7
40258,204,"GENESIS 7: Melee","2020-01-24","2020-01-26","Oakland, CA",0,15058
40255,469,"GENESIS 7: RoA","2020-01-24","2020-01-26","Oakland, CA",0,18092
40256,558,"GENESIS 7: Ultimate","2020-01-24","2020-01-26","Oakland, CA",0,20566
40348,439,"GSA - Clash of Nations 2019","2020-01-24","2020-01-26","Leipzig",1,33076.02
40202,179,"Hera vs Liereyy Bo7 Showmatch","2020-01-26","2020-01-26","Online",0,200
40217,558,"Hypest Team Monthly #14 (SSBU)","2020-01-26","2020-01-26","Bruxelles, Belgium",0,336.34
41774,245,"Merkur Masters Season 1 - Open Qualifier #1","2020-01-26","2020-01-26","Online",1,827.31
40412,409,"Ranked Hoops 2v2 1K","2020-01-26","2020-01-26","North America",1,1000
40176,272,"Trackmania Grand League Winter 2020 - Step 4","2020-01-26","2020-01-26","Online",0,672.23
40163,558,"4 Seasons Tournament : Winter 2020","2020-01-25","2020-01-25","Paris, France",0,1168.84
40551,151,"Afreeca World Invitational #51","2020-01-25","2020-01-25","Online",0,200
42023,151,"Alpha X Junior Championship Season 2","2020-01-11","2020-01-25","Online",0,100
40162,558,"BIG LAB #3 (Singles)","2020-01-25","2020-01-25","Croydon, UK",0,477.2
40271,443,"Envy's Holiday Super Slam","2020-01-25","2020-01-25","Online",0,39
41246,245,"ESEA Rank G NA 01-19/01-25 2020","2020-01-19","2020-01-25","Online",0,3000
40288,245,"Geeks Gone Wild #25","2020-01-24","2020-01-25","Aalborg, North Denmark Region, Denmark",1,5904.4
40260,330,"GENESIS 7: 64","2020-01-25","2020-01-25","Oakland, CA",0,640
40337,594,"GENESIS 7: MK8D","2020-01-25","2020-01-25","Oakland, CA",0,605
40267,509,"GENESIS 7: Splatoon 2","2020-01-24","2020-01-25","Oakland, CA",1,1270
40335,166,"GENESIS 7: SSF2T","2020-01-25","2020-01-25","Oakland, CA",0,200
40336,587,"GENESIS 7: WJ","2020-01-25","2020-01-25","Oakland, CA",0,320
40287,245,"Millenium Clutch Series 2020","2020-01-25","2020-01-25","Online",1,1500
41136,151,"Rotti Improvs #1","2020-01-25","2020-01-25","Online",0,80
40990,158,"Ryzing Star Cup 8","2020-01-25","2020-01-25","Online",0,150
40161,409,"The Skirmish Invitational: NA 5","2020-01-25","2020-01-25","North America",1,225
40270,443,"ANZCB Red And Blue 2v2","2020-01-24","2020-01-24","Online",1,39
40310,558,"Cycom Weekly S2 #8","2020-01-24","2020-01-24","Le Kremlin-Bicêtre, France",0,291.85
40261,330,"GENESIS 7: 64 Doubles","2020-01-24","2020-01-24","Oakland, CA",1,300
40259,204,"GENESIS 7: Melee Doubles","2020-01-24","2020-01-24","Oakland, CA",1,4760
40268,469,"GENESIS 7: RoA Doubles","2020-01-24","2020-01-24","Oakland, CA",1,1460
40257,558,"GENESIS 7: Ultimate Doubles","2020-01-24","2020-01-24","Oakland, CA",1,6180
40203,179,"Mixer Matchups: Creators Challenges","2020-01-24","2020-01-24","Online",0,2000
40164,558,"Orbitar 84","2020-01-24","2020-01-24","Seattle, WA",0,530
40088,409,"The Skirmish Invitational: EU 5","2020-01-24","2020-01-24","Europe",1,500
40283,245,"WINNERS League - Season 3: Europe Invite Division Playoffs","2020-01-12","2020-01-24","Online",1,15000
40285,245,"WINNERS League - Season 3: North America Invite Division Playoffs","2020-01-13","2020-01-24","Online",1,15000
42692,439,"6 French Challengers - Season 1","2020-01-08","2020-01-23","France",1,11056.04
41502,409,"Ahmad vs Joreuz","2020-01-23","2020-01-23","Online",0,300
40075,231,"Hot Price League Season 1","2020-01-10","2020-01-23","Online",1,5000
40087,409,"The Skirmish Invitational: EU 4","2020-01-23","2020-01-23","Europe",1,300
40748,164,"Twitch Rivals NA Team Draft #1 2020","2020-01-21","2020-01-23","Online",1,75000
40137,179,"Vivi+jibatong vs Hera+TheViper Pa7 Showmatch","2020-01-23","2020-01-23","Online",1,490
40665,151,"BJ Destruction Match Season 1 2020","2019-12-28","2020-01-22","Online/Offline",1,6896
40878,588,"ESL Premium Series December 2019","2020-01-22","2020-01-22","Online",0,83.25
40079,409,"The Skirmish Invitational: NA 4","2020-01-22","2020-01-22","North America",1,500
40704,158,"War3station 1v1 Cup #1","2020-01-21","2020-01-22","Online",0,580
40282,245,"WX Winter Invitational 2020","2020-01-18","2020-01-22","Bangkok, Thailand",1,30000
41730,621,"Futhead Tuesday Night Football #18","2020-01-21","2020-01-21","Online",0,1000
40794,151,"OlimoLeague Week #179","2020-01-21","2020-01-21","Online",0,200
40086,409,"The Skirmish Invitational: EU 3","2020-01-21","2020-01-21","Europe",1,500
40330,245,"FACEIT Pro League NA January Week #3 2020 (CS:GO)","2020-01-13","2020-01-20","Online",0,10000
40078,409,"The Skirmish Invitational: NA 3","2020-01-20","2020-01-20","North America",1,500
40461,158,"2020 Chinese New Year Cup","2020-01-14","2020-01-19","Online",0,9477
42989,179,"BacT vs slam Showmatch","2020-01-18","2020-01-19","Online",0,20
40046,245,"Cyber Tiger Big","2020-01-19","2020-01-19","Moscow, Russia",1,2900
40305,245,"ESEA Rank G EU 01-12/01-19 2020","2020-01-12","2020-01-19","Online",0,3000
40001,151,"ESL Open Cup #2 Americas","2020-01-19","2020-01-19","Online",0,100
40002,151,"ESL Open Cup #2 Europe","2020-01-19","2020-01-19","Online",0,100
39998,151,"ESL Open Cup #2 Korea","2020-01-19","2020-01-19","Online",0,100
40883,588,"ESL Premium Series #16","2020-01-19","2020-01-19","Online",0,55.5
40056,553,"Formula V Challenge Final 2019/20","2020-01-19","2020-01-19","Cham, Switzerland",0,30996
40252,621,"FUT Champions Cup Stage 3 - Atlanta 2020","2020-01-17","2020-01-19","Atlanta, GA, USA",0,2e+05
40885,426,"Huya Super League 2019","2020-01-17","2020-01-19","Online",1,4362
40067,179,"Inc vs Spring_ Bo5 Showmatch","2020-01-19","2020-01-19","Online",0,20
40648,504,"Intel Battlegrounds Smash Cup 2020","2020-01-16","2020-01-19","Seoul, South Korea",1,68880
39965,204,"Massilia Winter Smash 2020 (SSBM Singles)","2020-01-18","2020-01-19","Marseille, France",0,377.12
39964,558,"Massilia Winter Smash 2020 (SSBU Singles)","2020-01-18","2020-01-19","Marseille, France",0,1419.72
40003,151,"OSC Championship 7","2020-01-03","2020-01-19","Online",0,6000
40571,564,"SEAO SVO January Cup 2020","2020-01-18","2020-01-19","Online",0,3900
41551,526,"Sim Formula Europe 2020","2020-01-19","2020-01-19","Maastricht",0,6818.94
39968,558,"Smash Castle : Club Kingdom Tournament","2020-01-18","2020-01-19","Neuchâtel, Switzerland",0,413.26
40215,558,"Smash Fest to the Sky (Doubles)","2020-01-18","2020-01-19","Santiago de Querétaro, Mexico",1,814.2
40216,558,"Smash Fest to the Sky (Singles)","2020-01-18","2020-01-19","Santiago de Querétaro, Mexico",0,2549.71
39983,552,"Sunday Swiss Special","2020-01-19","2020-01-19","Online",0,15
40022,179,"TaToH vs DauT Bo7 Showmatch","2020-01-19","2020-01-19","Online",0,100
40059,409,"The Brawl - Week 7","2020-01-19","2020-01-19","Online",1,1000
39979,272,"Trackmania Grand League Winter 2020 - Step 3","2020-01-19","2020-01-19","Online",0,672.23
40033,558,"Ultimate Gaiden #16","2020-01-19","2020-01-19","Santo Domingo, Dominican Republic",0,720.77
40475,231,"WCAA 2020 International University Competition","2020-01-18","2020-01-19","Dalian, China",1,53946
41031,245,"WESG 2019/20 - LatAM North Qualifier (CS:GO)","2020-01-19","2020-01-19","Online",1,4374.5
41032,151,"WESG 2019/20 - LatAM North Qualifier (SC2)","2020-01-19","2020-01-19","Online",0,1000
40045,245,"WESG 2019/20 - Mexico Qualifier (CS:GO)","2020-01-18","2020-01-19","Online",1,4374.5
40411,626,"XP Esports AUSLAN Brisbane 2020","2020-01-17","2020-01-19","Brisbane, Australia",1,6800
40021,179,"Yo vs Vivi Bo7 Showmatch","2020-01-19","2020-01-19","Online",0,100
39971,558,"Crunch Cup Smash Vol. 3 (Doubles)","2020-01-18","2020-01-18","Bielefeld, Germany",1,83.2
39970,558,"Crunch Cup Smash Vol. 3 (Singles)","2020-01-18","2020-01-18","Bielefeld, Germany",0,471.5
40066,179,"Daniell_ vs PROject_Belgium Bo5 Showmatch","2020-01-18","2020-01-18","Online",0,20
41245,245,"ESEA Rank G NA 01-12/01-18 2020","2020-01-12","2020-01-18","Online",0,3000
40063,548,"Frosty Faustings XII (BB:CTB)","2020-01-17","2020-01-18","Wheeling, IL",0,1520
40178,195,"Frosty Faustings XII (CvS2)","2020-01-18","2020-01-18","Wheeling, IL",0,240
43118,570,"Frosty Faustings XII (DoA6 Side Event)","2020-01-18","2020-01-18","Wheeling, IL",0,250
40204,637,"Frosty Faustings XII (FS)","2020-01-18","2020-01-18","Wheeling, IL",0,2610
40069,495,"Frosty Faustings XII (GGXrdR2)","2020-01-17","2020-01-18","Wheeling, IL",0,3580
40015,583,"Frosty Faustings XII (MK11)","2020-01-17","2020-01-18","Wheeling, IL",0,980
40177,470,"Frosty Faustings XII (MvC:I)","2020-01-18","2020-01-18","Wheeling, IL",0,490
43117,614,"Frosty Faustings XII (PR:BftG Side Event)","2020-01-18","2020-01-18","Wheeling, IL",0,330
39995,593,"Frosty Faustings XII (SamSho)","2020-01-17","2020-01-18","Wheeling, IL",0,2510
40064,167,"Frosty Faustings XII (SFIII3S)","2020-01-18","2020-01-18","Wheeling, IL",0,880
40013,536,"Frosty Faustings XII (SFV:AE)","2020-01-17","2020-01-18","Wheeling, IL",0,1780
40072,459,"Frosty Faustings XII (SG2nd)","2020-01-18","2020-01-18","Wheeling, IL",0,1480
43114,666,"Frosty Faustings XII (Soku - Side Event)","2020-01-17","2020-01-18","Wheeling, IL",0,220
39993,558,"Frosty Faustings XII (SSBU)","2020-01-17","2020-01-18","Wheeling, IL",0,2620
40206,166,"Frosty Faustings XII (SSF2T)","2020-01-18","2020-01-18","Wheeling, IL",0,390
39994,406,"Frosty Faustings XII (T7)","2020-01-17","2020-01-18","Wheeling, IL",0,2680
43116,616,"Frosty Faustings XII (TFH - Saturday Side Event)","2020-01-18","2020-01-18","Wheeling, IL",0,185
40062,511,"Frosty Faustings XII (UNIST)","2020-01-17","2020-01-18","Wheeling, IL",0,2200
40068,587,"Frosty Faustings XII (WJ)","2020-01-17","2020-01-18","Wheeling, IL",0,680
40057,599,"Frosty Faustings XII: Chicago’s Mystery Tournament","2020-01-17","2020-01-18","Wheeling, IL",0,1920
39978,558,"Hard Read Ultimate #53","2020-01-18","2020-01-18","Harrisburg, PA",0,55
44229,152,"Have At You! #32","2020-01-18","2020-01-18","Online",0,70
40317,439,"Korea Open - Season 1","2019-12-21","2020-01-18","Korea",1,5171.19
40020,179,"MbL vs Hera Bo7 Showmatch","2020-01-18","2020-01-18","Online",0,200
40048,245,"MESA League 2019","2019-09-21","2020-01-18","Ulaanbaatar, Mongolia",1,9100.91
42701,409,"RBRS Supernova","2020-01-18","2020-01-18","France, Colmar",1,1651.73
40989,158,"Ryzing Star Cup 7","2020-01-18","2020-01-18","Online",0,150
39969,558,"Smash Class 21","2020-01-18","2020-01-18","Modena, Italy",0,194.15
43078,179,"Soltou's Rice Cup","2020-01-18","2020-01-18","Online",0,130
39967,558,"TakesSmash - Ultimate Cup III","2020-01-18","2020-01-18","Krefeld, Germany",0,332.83
40047,245,"Yalla Cup 2020","2020-01-18","2020-01-18","Sweden",1,5252.5
40012,443,"ANZCB Red And Blue 1v1","2020-01-17","2020-01-17","Online",0,42.9
40027,558,"Cycom Weekly S2 #7","2020-01-17","2020-01-17","Le Kremlin-Bicêtre, France",0,285.11
40082,456,"Frosty Faustings XII (BB:CF)","2020-01-17","2020-01-17","Wheeling, IL",0,600
39996,541,"Frosty Faustings XII (DBFZ)","2020-01-17","2020-01-17","Wheeling, IL",0,1580
40083,495,"Frosty Faustings XII (GGXrdR2 2v2)","2020-01-17","2020-01-17","Wheeling, IL",1,590
40208,334,"Frosty Faustings XII (GGXXAC+R)","2020-01-17","2020-01-17","Wheeling, IL",0,550
40205,612,"Frosty Faustings XII (KLKIF)","2020-01-17","2020-01-17","Wheeling, IL",0,70
40209,441,"Frosty Faustings XII (KOFXIV)","2020-01-17","2020-01-17","Wheeling, IL",0,340
40065,458,"Frosty Faustings XII (MB:AACC)","2020-01-17","2020-01-17","Wheeling, IL",0,720
40179,506,"Frosty Faustings XII (PTDX)","2020-01-17","2020-01-17","Wheeling, IL",0,520
40009,568,"Frosty Faustings XII (SCVI)","2020-01-17","2020-01-17","Wheeling, IL",0,1050
40210,580,"Frosty Faustings XII (SMS)","2020-01-17","2020-01-17","Wheeling, IL",0,310
40081,558,"Frosty Faustings XII (SSBU 2v2)","2020-01-17","2020-01-17","Wheeling, IL",1,310
43115,616,"Frosty Faustings XII (TFH - Friday Side Event)","2020-01-17","2020-01-17","Wheeling, IL",0,155
40014,249,"Frosty Faustings XII (UMvC3)","2020-01-17","2020-01-17","Wheeling, IL",0,630
40207,446,"Frosty Faustings XII (VSav)","2020-01-17","2020-01-17","Wheeling, IL",0,520
39959,558,"Ligue Magenta #4","2020-01-17","2020-01-17","Strasbourg, France",0,701.65
40837,231,"OMG.BET Cup 2","2020-01-13","2020-01-17","Online",1,4000
44436,245,"CS:GO 5on5 Challenger Series December 2019 Finals Europe","2020-01-16","2020-01-16","Europe",1,605
40761,151,"Kung Fu Cup 2020 - Weekly #3","2020-01-16","2020-01-16","Online",0,400
40085,409,"The Skirmish Invitational: EU 2","2020-01-16","2020-01-16","Europe",1,500
40077,409,"The Skirmish Invitational: NA 2","2020-01-16","2020-01-16","North America",1,500
40647,504,"Huya PUBG League 2019 Winter","2020-01-03","2020-01-15","Shanghai",1,63272
41268,650,"Titled Arena January '20","2020-01-15","2020-01-15","Online",0,1000
41657,650,"Titled Arena Warm-up January '20","2020-01-15","2020-01-15","Online",0,100
40793,151,"OlimoLeague Week #178","2020-01-14","2020-01-14","Online",0,200
39954,245,"SECTOR: MOSTBET Season 1 (CS:GO)","2019-09-25","2020-01-14","Online",1,50000
40080,409,"The Skirmish Invitational: EU 1","2020-01-14","2020-01-14","Europe",1,2100
40076,409,"The Skirmish Invitational: NA 1","2020-01-14","2020-01-14","North America",1,90
41157,409,"ASTRONAUTS Star Circuit S1 - Qualifier 2","2020-01-13","2020-01-13","North America",1,2000
40329,245,"FACEIT Pro League NA January Week #2 2020 (CS:GO)","2020-01-06","2020-01-13","Online",0,10000
40035,547,"2020 Puzzle Battle World Championship - Top 8","2020-01-04","2020-01-12","Online",0,8810
40550,151,"Afreeca World Invitational #50","2020-01-10","2020-01-12","Online",0,500
39952,245,"Aorus League 2019 - Northern Cone - Season 4 Playoffs","2020-01-03","2020-01-12","Online",1,1500
39901,151,"Argentum Cup","2020-01-05","2020-01-12","Online",0,944
39900,151,"AusCraft","2020-01-10","2020-01-12","Melbourne, Australia",0,3700
39922,532,"BMW 120 2020 - Daytona","2020-01-12","2020-01-12","Online",1,4200
39899,179,"DauT vs Villese - NAC 3 Showmatch","2020-01-12","2020-01-12","Hamburg, Germany",0,350
41727,621,"e:LIGA 2020","2020-01-12","2020-01-12","Prague, CZ",1,6600.24
41294,231,"Elite Challenge S2","2020-01-05","2020-01-12","Online",1,23113.6
40304,245,"ESEA Rank G EU 01-05/01-12 2020","2020-01-05","2020-01-12","Online",0,3000
40000,151,"ESL Open Cup #1 Americas","2020-01-12","2020-01-12","Online",0,100
39999,151,"ESL Open Cup #1 Europe","2020-01-12","2020-01-12","Online",0,100
39997,151,"ESL Open Cup #1 Korea","2020-01-12","2020-01-12","Online",0,100
40058,510,"Facebook Gaming Creators Cup 2019","2019-11-16","2020-01-12","Viet Nam",1,11954
39966,558,"First Bump International (Singles)","2020-01-11","2020-01-12","Taipei, Taiwan",0,719.83
39943,245,"GeForce Cup Pacific - Finals","2020-01-11","2020-01-12","Petaling Jaya",1,20000
42163,177,"GUA December Sub Tour","2019-12-01","2020-01-12","Online",0,380
40460,158,"Huya Super League","2020-01-09","2020-01-12","Online",0,8460
39931,558,"Lag Spike: Ultimate New Year","2020-01-12","2020-01-12","Online",0,1050
40023,179,"Nili's Aparment Cup 3","2020-01-04","2020-01-12","Hamburg, Germany",0,33259.2
39885,272,"Taraaf Cup (January 2020)","2020-01-12","2020-01-12","Online",0,156.85
39884,272,"Trackmania Grand League Winter 2020 - Step 2","2020-01-12","2020-01-12","Online",0,672.22
41313,387,"UTPL 2019 Winter Epic","2019-09-15","2020-01-12","Online",1,1556.98
39887,231,"WePlay! Bukovel Minor 2020","2020-01-09","2020-01-12","Bukovel, Ukraine",1,3e+05
40532,564,"West SVO January Cup 2020","2020-01-11","2020-01-12","Online",0,4000
40182,633,"World Rally Championship 2020","2020-01-11","2020-01-12","Birmingham, United Kingdom",0,5000
40181,633,"World RX Championship 2020","2020-01-11","2020-01-12","Birmingham, United Kingdom",0,5000
41244,245,"ESEA Rank G NA 01-05/01-11 2020","2020-01-05","2020-01-11","Online",0,3000
40882,588,"ESL Premium Series #15","2020-01-11","2020-01-11","Online",0,55.5
39902,598,"Free Fire Copa América 2020","2020-01-11","2020-01-11","Mexico City, Mexico",1,33000
39977,558,"Hard Read Ultimate #52","2020-01-11","2020-01-11","Harrisburg, PA",0,160
39933,558,"Overclocked Ultimate IV (Doubles)","2020-01-11","2020-01-11","Melrose, MA",1,500
39932,558,"Overclocked Ultimate IV (Singles)","2020-01-11","2020-01-11","Melrose, MA",0,2330
40988,158,"Ryzing Star Cup 6","2020-01-11","2020-01-11","Online",0,150
40136,594,"SNS50","2020-01-11","2020-01-11","HyperX Esports Arena Las Vegas",0,700
39951,164,"ARRRmando Invitational","2020-01-08","2020-01-10","Mexico",1,1053.46
40253,621,"eMLS Stage One","2020-01-09","2020-01-10","Los Angeles, CA, USA",0,7500
39934,558,"Orbitar 83","2020-01-10","2020-01-10","Seattle, WA",0,770
39990,634,"Twitch Rivals: Uno Showdown - Pool A","2020-01-10","2020-01-10","Online",0,10000
39991,634,"Twitch Rivals: Uno Showdown - Pool B","2020-01-10","2020-01-10","Online",0,10000
41030,151,"WESG 2019/20 - Brazil Qualifier (SC2)","2019-12-12","2020-01-10","Online",0,1000
41033,231,"WESG 2019/20 - LatAM North Qualifier (Dota 2)","2020-01-10","2020-01-10","Online",1,3126
42393,409,"Xtreme Legends 3s","2020-01-10","2020-01-10","Europe",1,22.4
40760,151,"Kung Fu Cup 2020 - Weekly #2","2020-01-09","2020-01-09","Online",0,400
39896,179,"ZeratoR Free For All Showmatch Jan 2020","2020-01-08","2020-01-08","Online",0,4001.29
42387,409,"GLORY ROCKET CUP JANUARY #1","2020-01-07","2020-01-07","Europe",1,33.6
43749,626,"Hitch's Birthday Bot Bash","2020-01-07","2020-01-07","Online",0,10000
40805,151,"OlimoLeague December 2019","2020-01-07","2020-01-07","Online",0,500
41503,409,"Team Brain vs Team Mechanics: EU","2020-01-07","2020-01-07","Online",1,762.03
39906,547,"Titled Tuesday January 2020 AM","2020-01-07","2020-01-07","Online",0,1000
39907,547,"Titled Tuesday January 2020 PM","2020-01-07","2020-01-07","Online",0,1000
40328,245,"FACEIT Pro League NA January Week #1 2020 (CS:GO)","2019-12-30","2020-01-06","Online",0,10000
39824,179,"BacT vs Hoang Bo7 Showmatch","2020-01-05","2020-01-05","Online",0,150
40303,245,"ESEA Rank G EU 12-29/01-05 2020","2019-12-29","2020-01-05","Online",0,3000
40828,610,"F1 China Championship","2020-01-04","2020-01-05","Shanghai, China",0,38047.38
39812,245,"GG.Bet Winter Cup","2019-12-24","2020-01-05","Online",1,20000
39834,164,"KeSPA Cup 2019","2019-12-23","2020-01-05","Seoul, South Korea",1,133832.4
39840,406,"Kit 2020 Tekken 7 3v3","2020-01-03","2020-01-05","Tennessee",1,1000
39839,406,"Kit 2020 Tekken 7 singles","2020-01-03","2020-01-05","Tennessee",0,2460.27
39813,552,"Long Haul League Season 3 (Draft)","2020-01-05","2020-01-05","Online",0,105
39849,231,"Maincast Winter Brawl","2019-12-28","2020-01-05","Online",1,25000
39838,426,"Mayhem Winter Classic - 2020","2020-01-04","2020-01-05","Online",1,7500
39935,245,"Mythic Cup #5","2020-01-04","2020-01-05","Online",1,5000
39859,151,"The Pizza Pie: Season 2","2019-09-01","2020-01-05","Online",0,357.5
39811,272,"Trackmania Grand League Winter 2020 - Step 1","2020-01-05","2020-01-05","Online",0,672.23
39810,272,"Centaury FullSpeed Tournament","2020-01-04","2020-01-04","Online",0,67.22
41239,245,"ESEA Rank G NA 12-29/01-04 2020","2019-12-29","2020-01-04","Online",0,3000
40881,588,"ESL Premium Series #14","2020-01-04","2020-01-04","Online",0,55.5
40644,626,"GameBattles AP Challengers: 2000 Series Tournament #6","2020-01-04","2020-01-04","Online",1,500
39950,558,"Hard Read Ultimate #51","2020-01-04","2020-01-04","Harrisburg, PA",0,210
44228,152,"Have At You! #31","2020-01-04","2020-01-04","Online",0,50
40668,529,"Honor of Kings Champion Cup Winter 2019","2019-12-21","2020-01-04","Macau / Guangzhou",1,518760
39799,552,"Long Haul League Season 3 (Constructed)","2020-01-04","2020-01-04","Online",0,65
40846,558,"New Era 2 (Doubles)","2020-01-04","2020-01-04","Birmingham, UK",1,327.24
40845,558,"New Era 2 (Singles)","2020-01-04","2020-01-04","Birmingham, UK",0,2010.59
39822,179,"Nicov vs MbL Bo7 Showmatch","2020-01-04","2020-01-04","Online",0,100
40987,158,"Ryzing Star Cup 5","2020-01-04","2020-01-04","Online",0,150
40037,547,"2020 Puzzle Battle World Championship - Heats","2020-01-02","2020-01-03","Online",0,2300
40269,443,"ANZCB New Years Brawl Tournament","2020-01-03","2020-01-03","Online",0,52
39823,179,"DM2020 2vs2 New Years Tournament","2020-01-03","2020-01-03","Online",1,325
39787,151,"GPL 2019 Grand Finals","2019-12-08","2020-01-03","China",0,13320
40470,158,"Warcraft Gold League 2019 - Grand Final","2019-12-19","2020-01-03","Shanghai, China",1,53308.8
39820,179,"Hera vs Vivi Bo7 Showmatch","2020-01-02","2020-01-02","Online",0,100
40759,151,"Kung Fu Cup 2020 - Weekly #1","2020-01-02","2020-01-02","Online",0,400
39797,552,"SirActionSlacks New Year's Eve Stream - Constructed Keefe","2020-01-01","2020-01-01","Online",0,100
